Loan_Id,Disbursed_Amount,Asset_Cost,ltv,Branch_Id,Employment_Type,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,cns_score,delq_acc_6months,no_of_inquiries,Loan_Default,State_Name,City_Name,Region_Name,Disbursalmonth,Age,credit_hist_len_months
59,44849,60200,77.24,68,Salaried,1,1,0,0,0,0,0,0,0,0,Sikkim,Gangtok,East,9,39,0
60,47645,66296,74.36,254,Salaried,1,0,0,1,0,0,300,0,0,0,Uttarakhand,Dehradun,North,8,59,18
61,58759,73411,81.73,159,Self employed,1,1,0,0,0,0,694,0,1,0,Uttarakhand,Dehradun,North,10,36,16
62,57876,78353,80.41,7,Self employed,1,1,0,0,0,0,0,0,0,1,Odisha,Bhubaneshwar,East,10,52,0
63,52078,60129,89.81,63,Salaried,1,1,0,0,0,0,0,0,0,0,Tamil Nadu,Chennai,South,9,33,0
64,59447,68570,89.98,70,Salaried,1,1,0,0,0,0,763,0,0,0,Madhya Pradesh,Indore,West,8,56,54
65,48049,65612,75.44,67,Salaried,1,1,0,0,0,0,0,0,1,0,Kerala,Kochi,South,9,58,0
66,46883,79192,63.77,152,Self employed,1,0,0,1,0,0,0,0,0,0,Rajasthan,Jaipur,North,10,27,0
67,49348,62270,82.33,36,Self employed,1,0,0,1,0,0,0,0,0,0,Karnataka,Bangalore,South,8,57,0
68,57313,66474,88.46,77,Salaried,1,1,0,0,0,0,630,1,1,0,Rajasthan,Jaipur,North,8,36,50
69,66669,99300,68.98,19,Salaried,1,1,0,0,0,0,0,0,0,0,Sikkim,Gangtok,East,9,29,0
70,38894,72500,55.86,152,Self employed,1,1,0,0,0,0,0,0,1,0,Jharkhand,Ranchi,East,10,37,0
71,76751,108369,72.9,255,Self employed,1,1,0,0,0,0,0,0,0,0,Tamil Nadu,Chennai,South,10,28,0
72,42234,69500,62.36,2,Salaried,1,1,0,0,0,0,0,0,0,0,Kerala,Kochi,South,8,27,0
73,42994,108802,41.36,7,Self employed,1,1,0,0,0,0,0,0,0,0,Maharashtra,Mumbai,West,10,26,0
74,44345,58370,79.66,147,Unemployed,1,1,0,0,0,0,0,0,0,0,Karnataka,Mangalore,South,8,23,0
75,61213,81370,77.42,1,Self employed,1,1,0,0,0,0,0,0,0,0,Tamil Nadu,Chennai,South,9,49,0
76,72623,104351,70.91,103,Self employed,1,1,0,0,0,0,0,0,0,1,Delhi,Delhi,North,9,33,0
77,36439,51400,71.98,136,Self employed,1,1,0,0,0,0,708,0,0,0,Maharashtra,Aurangabad,West,9,42,9
78,61463,74388,84.69,5,Salaried,1,1,0,0,0,0,0,0,0,1,Jharkhand,Ranchi,East,10,27,0
79,59947,83180,74.54,152,Salaried,1,0,0,1,0,0,0,0,0,1,Odisha,Bhubaneshwar,East,10,25,0
80,64469,91967,71.55,135,Self employed,1,1,0,0,0,0,0,0,0,0,Gujarat,Vadodara,West,10,31,0
81,54759,70842,79.75,20,Self employed,1,1,0,0,0,0,371,2,3,0,Karnataka,Mysore,South,10,38,13
82,43394,80752,55.73,10,Self employed,1,0,0,1,0,0,0,0,0,0,Maharashtra,Mumbai,West,10,36,0
83,42044,66600,67.57,3,Salaried,1,1,1,0,0,0,300,2,1,1,Karnataka,Mysore,South,9,27,73
84,51578,67863,78.1,250,Salaried,1,1,0,0,0,0,0,0,1,0,Bihar,Patna,East,9,43,0
85,52500,63883,84.53,16,Unemployed,1,1,0,0,0,0,0,0,0,1,Gujarat,Ahmedabad,West,8,23,0
86,58413,70473,85.0,17,Self employed,1,0,0,1,0,0,0,0,0,0,Karnataka,Mangalore,South,8,47,0
87,43794,72037,62.47,104,Self employed,1,1,0,0,0,0,0,0,0,0,Kerala,Kochi,South,10,34,0
88,31484,67593,48.82,65,Self employed,1,0,0,1,0,0,0,0,0,0,Uttar Pradesh,kanpur,North,9,28,0
89,31371,77070,42.82,42,Self employed,1,1,0,0,0,0,0,0,0,0,Maharashtra,Pune,West,10,30,0
90,43794,72368,62.18,67,Salaried,1,1,0,0,0,0,0,0,0,0,Delhi,Delhi,North,10,44,0
91,37839,62650,61.29,2,Self employed,1,1,0,0,0,0,16,0,0,0,Tamil Nadu,Vellore,South,10,39,13
92,58259,75054,78.61,100,Self employed,1,1,0,0,0,0,0,0,1,0,Karnataka,Mysore,South,10,50,0
93,53295,64890,86.72,77,Salaried,1,1,0,0,0,0,825,0,0,0,Jharkhand,Jamshedpur,East,8,34,13
94,53578,75051,72.62,36,Self employed,1,0,0,1,0,0,0,0,0,0,Punjab,Ludhiana,North,10,28,0
95,42210,132288,33.26,65,Salaried,1,0,1,1,0,0,0,0,0,0,Maharashtra,Aurangabad,West,8,32,0
96,53303,74460,73.87,16,Salaried,1,1,0,0,0,0,0,0,0,0,Tamil Nadu,Coimbatore,South,10,57,0
97,66382,76974,88.99,79,Self employed,1,1,0,0,0,0,836,0,0,1,Karnataka,Bangalore,South,8,41,25
98,46849,67830,71.5,202,Self employed,1,1,0,0,0,0,615,0,0,0,Sikkim,Gangtok,East,8,35,21
99,63213,75316,84.98,146,Salaried,1,1,0,0,0,0,738,0,0,0,Madhya Pradesh,Indore,West,9,30,25
100,34939,61558,58.48,258,Salaried,1,1,1,0,0,0,0,0,0,0,Gujarat,Ahmedabad,West,8,32,0
101,58013,77729,75.9,36,Self employed,1,0,0,1,0,0,0,0,0,0,Maharashtra,Mumbai,West,10,39,0
102,48349,66846,74.8,160,Salaried,1,1,1,0,0,0,598,1,1,0,Kerala,Thrissur,South,10,49,16
103,54859,68500,82.63,135,Salaried,1,1,0,0,0,0,773,0,0,0,Karnataka,Bangalore,South,8,38,37
104,48749,70520,70.9,67,Self employed,1,1,0,0,0,0,653,1,0,0,Odisha,Bhubaneshwar,East,8,29,8
105,56633,74754,78.93,61,Salaried,1,1,0,0,0,0,17,0,0,1,Gujarat,Vadodara,West,10,31,2
106,56313,101670,57.34,1,Self employed,1,0,0,1,0,0,0,0,0,0,Gujarat,Vadodara,West,9,27,0
107,87765,142872,65.09,103,Unemployed,1,1,1,0,0,0,825,0,0,0,Kerala,Thrissur,South,10,38,24
108,66482,97110,72.08,11,Self employed,1,1,0,0,0,0,0,0,0,0,Sikkim,Gangtok,East,8,27,0
109,53503,60659,89.85,72,Self employed,1,1,1,0,0,0,0,0,0,0,Delhi,Delhi,North,8,39,0
110,61313,80750,77.65,13,Salaried,1,1,0,0,0,0,557,0,0,0,West Bengal,Kolkata,East,9,29,54
111,57359,69868,84.3,146,Salaried,1,1,0,0,0,0,0,0,0,0,Gujarat,Ahmedabad,West,10,40,0
112,51903,60606,88.44,257,Self employed,1,1,0,0,0,0,0,0,0,0,Rajasthan,Jaipur,North,8,30,0
113,54013,75905,73.78,251,Self employed,1,0,1,0,0,0,693,0,8,1,Jharkhand,Ranchi,East,9,42,78
114,49103,64000,78.28,2,Self employed,1,1,0,0,0,0,626,1,0,0,Maharashtra,Aurangabad,West,8,63,77
115,41894,61660,69.74,43,Self employed,1,1,0,0,0,0,0,0,0,1,Jharkhand,Jamshedpur,East,8,28,0
116,56759,97934,59.73,120,Self employed,1,1,0,0,0,0,0,0,0,0,Gujarat,Vadodara,West,10,27,0
117,82686,117549,71.46,11,Self employed,1,1,0,0,0,0,0,0,0,1,West Bengal,Kolkata,East,10,28,0
118,44394,68900,65.31,64,Self employed,1,1,0,0,0,0,0,0,0,0,Sikkim,Gangtok,East,9,39,0
119,75779,103355,74.21,136,Unemployed,1,1,0,0,0,0,741,0,0,0,Kerala,Thrissur,South,9,24,37
120,44394,58124,77.42,67,Self employed,1,1,0,1,0,0,0,0,0,0,Maharashtra,Aurangabad,West,9,39,0
121,58300,80972,73.53,2,Self employed,1,1,0,0,0,0,380,1,0,0,Tamil Nadu,Coimbatore,South,10,32,9
122,37939,67323,57.93,61,Self employed,1,1,0,0,0,0,825,0,0,0,Bihar,Patna,East,9,53,1
123,41894,59275,72.54,14,Self employed,1,1,0,0,0,0,0,0,0,0,Uttar Pradesh,kanpur,North,10,32,0
124,56413,66082,88.38,62,Salaried,1,1,0,0,0,0,0,0,0,0,Gujarat,Surat,West,9,49,0
125,43894,62800,70.86,258,Self employed,1,1,0,0,0,0,681,0,0,0,Uttarakhand,Dehradun,North,10,37,6
126,31484,63458,52.0,105,Salaried,1,1,0,0,0,0,763,0,0,0,Rajasthan,Jaipur,North,8,46,30
127,67582,86453,79.81,135,Salaried,1,1,1,0,0,0,786,0,1,0,Gujarat,Surat,West,8,30,20
128,31984,50427,64.45,1,Self employed,1,1,0,0,0,0,0,0,0,0,Odisha,Bhubaneshwar,East,9,42,0
129,52762,61708,89.75,61,Salaried,1,0,0,1,0,0,659,0,0,0,Maharashtra,Aurangabad,West,9,28,25
130,53078,64560,83.64,105,Salaried,1,1,0,0,0,0,0,0,0,0,Karnataka,Bangalore,South,10,47,0
131,17060,64044,28.11,10,Self employed,1,1,0,0,0,0,0,0,0,0,Gujarat,Ahmedabad,West,9,38,0
132,42014,72894,60.36,120,Self employed,1,1,0,0,0,0,0,0,0,1,Tamil Nadu,Vellore,South,9,38,0
133,56779,66509,88.71,5,Salaried,1,1,1,0,0,0,0,0,0,0,Gujarat,Vadodara,West,8,26,0
134,56727,77714,74.91,254,Self employed,1,0,0,1,0,0,0,0,0,1,Tamil Nadu,Chennai,South,8,33,0
135,48349,92956,53.79,11,Self employed,1,1,0,0,0,0,0,0,0,0,Delhi,Delhi,North,10,26,0
136,52803,64012,84.36,5,Salaried,1,1,0,0,0,0,0,0,0,1,Madhya Pradesh,Indore,West,8,26,0
137,34061,67171,52.11,67,Salaried,1,1,0,0,0,0,17,0,0,0,Tamil Nadu,Chennai,South,10,27,2
138,50878,58400,88.87,62,Salaried,1,1,0,0,0,0,501,0,2,0,Bihar,Patna,East,8,35,21
139,35439,71001,53.52,146,Salaried,1,1,0,0,0,0,775,0,0,0,Telangana,Hyderabad,South,8,36,13
140,63032,75394,85.0,5,Salaried,1,1,0,0,0,0,0,0,1,0,Delhi,Delhi,North,9,37,0
141,59597,76772,79.0,146,Self employed,1,1,0,0,0,0,15,0,0,1,Maharashtra,Mumbai,West,9,33,1
142,44849,59682,77.08,61,Self employed,1,1,0,0,0,0,771,0,0,1,Uttar Pradesh,kanpur,North,9,40,14
143,36749,75072,50.62,10,Self employed,1,1,0,0,0,0,431,0,0,0,Uttar Pradesh,kanpur,North,10,41,30
144,49538,87963,59.12,120,Self employed,1,1,0,0,0,0,0,0,0,0,Telangana,Hyderabad,South,10,28,0
145,82686,121333,69.23,101,Salaried,1,1,1,0,0,0,620,0,1,0,Gujarat,Surat,West,10,39,64
146,44845,61672,75.72,1,Self employed,1,1,0,0,0,0,640,0,0,0,Andhra Pradesh,Nellore,South,9,37,25
147,40894,84084,49.36,1,Self employed,1,1,0,0,0,0,738,0,0,0,Maharashtra,Mumbai,West,10,31,5
148,56584,91571,63.96,254,Self employed,1,0,0,0,1,0,774,0,0,1,Tamil Nadu,Coimbatore,South,8,39,39
149,42894,72058,62.45,68,Self employed,1,1,0,0,0,0,0,0,0,0,Gujarat,Surat,West,9,47,0
150,37839,71418,55.17,65,Salaried,1,0,0,1,0,0,300,1,0,0,Gujarat,Surat,West,10,35,81
151,51303,69466,76.3,1,Salaried,1,0,0,1,0,0,749,0,0,0,Karnataka,Mysore,South,9,26,40
152,57259,74968,78.7,11,Self employed,1,1,0,0,0,0,0,0,0,1,Odisha,Bhubaneshwar,East,10,32,0
153,90555,162867,56.49,29,Unemployed,1,1,0,0,0,0,815,0,0,0,Sikkim,Gangtok,East,10,22,42
154,53639,62572,89.5,160,Self employed,1,1,0,0,0,1,669,0,0,0,Maharashtra,Aurangabad,West,9,48,19
155,58047,75127,80.0,36,Self employed,1,0,1,1,0,0,0,0,0,1,Andhra Pradesh,Nellore,South,9,33,0
156,69817,80040,89.33,135,Salaried,1,1,0,0,0,0,738,0,0,1,Odisha,Bhubaneshwar,East,10,34,7
157,53303,65561,83.89,19,Salaried,1,1,0,0,0,0,0,0,1,0,Punjab,Ludhiana,North,9,51,0
158,67669,105365,65.49,79,Self employed,1,1,0,0,0,0,0,0,0,1,Sikkim,Gangtok,East,9,27,0
159,53078,67347,81.67,42,Salaried,1,1,0,0,0,0,738,0,0,0,Gujarat,Ahmedabad,West,10,29,3
160,57113,71795,82.32,2,Salaried,1,1,0,0,0,0,708,0,0,0,Uttar Pradesh,kanpur,North,9,49,31
161,67382,83193,82.94,1,Self employed,1,0,0,1,0,0,300,0,0,1,Maharashtra,Aurangabad,West,10,30,73
162,49078,68782,74.15,251,Self employed,1,1,1,0,0,0,0,0,0,1,Andhra Pradesh,Nellore,South,8,28,0
163,49078,59242,86.09,19,Self employed,1,1,0,0,0,0,681,0,2,0,Sikkim,Gangtok,East,9,41,24
164,57913,71260,83.08,18,Salaried,1,1,0,0,0,0,738,0,0,1,Punjab,Ludhiana,North,9,49,1
165,47945,59386,83.86,74,Salaried,1,1,0,0,0,0,737,0,1,1,Tamil Nadu,Coimbatore,South,9,30,3
166,38939,66712,59.21,48,Self employed,1,1,0,0,0,0,15,0,0,0,Uttar Pradesh,Noida,North,10,60,0
167,51203,66660,78.76,67,Salaried,1,0,0,1,0,0,0,0,0,0,Bihar,Patna,East,10,28,0
168,41994,69401,64.84,5,Salaried,1,0,0,1,0,0,0,0,0,0,Rajasthan,Jaipur,North,9,36,0
169,56759,78755,73.01,36,Self employed,1,0,1,1,0,0,0,0,0,0,Telangana,Hyderabad,South,9,28,0
170,61359,84340,74.0,36,Self employed,1,1,0,0,0,0,0,0,0,1,Tamil Nadu,Coimbatore,South,10,31,0
171,53047,70892,77.58,10,Self employed,1,1,0,0,0,0,0,0,0,0,Maharashtra,Pune,West,9,33,0
172,54303,72711,75.64,14,Self employed,1,1,0,0,0,0,0,0,0,0,Sikkim,Gangtok,East,10,38,0
173,51003,64550,80.87,67,Self employed,1,1,0,0,0,0,15,0,0,0,Tamil Nadu,Coimbatore,South,9,43,0
174,60863,71463,87.46,63,Salaried,1,1,0,0,0,0,825,0,0,0,Telangana,Hyderabad,South,10,41,6
175,46949,77580,61.36,16,Salaried,1,1,0,0,0,0,0,0,0,0,Uttarakhand,Dehradun,North,10,34,0
176,53249,64315,88.63,5,Self employed,1,0,0,1,0,0,0,0,0,0,Maharashtra,Aurangabad,West,8,36,0
177,40394,52725,79.66,103,Self employed,1,1,0,0,0,0,0,0,0,0,Tamil Nadu,Vellore,South,10,37,0
178,30984,48500,64.95,207,Self employed,1,1,0,0,0,0,0,0,0,0,Karnataka,Mysore,South,10,26,0
179,56659,68512,84.66,67,Salaried,1,1,0,0,0,0,0,0,0,0,Sikkim,Gangtok,East,10,48,0
180,57259,71600,82.4,17,Self employed,1,1,0,0,0,0,737,0,1,0,Karnataka,Mysore,South,10,51,56
181,53803,68839,79.9,34,Salaried,1,0,0,1,0,0,698,0,0,0,Sikkim,Gangtok,East,9,32,13
182,58509,88939,66.9,64,Salaried,1,1,0,0,0,0,635,0,0,0,Rajasthan,Jaipur,North,8,40,68
183,51038,58350,89.97,15,Salaried,1,1,0,0,0,0,0,0,0,0,Maharashtra,Aurangabad,West,8,31,0
184,64522,102195,66.54,42,Self employed,1,1,0,0,0,0,0,0,0,0,Uttar Pradesh,kanpur,North,10,34,0
185,57213,71055,83.03,61,Salaried,1,1,0,0,0,0,0,0,0,1,Bihar,Patna,East,9,46,0
186,58759,79000,75.95,135,Self employed,1,1,0,0,0,0,763,0,0,0,Gujarat,Vadodara,West,10,36,8
187,58837,68355,89.24,34,Self employed,1,0,0,1,0,0,0,0,0,0,West Bengal,Kolkata,East,10,38,0
188,65882,78900,84.92,147,Salaried,1,1,0,0,0,0,300,0,0,0,Rajasthan,Jaipur,North,10,45,25
189,66382,79635,85.39,7,Self employed,1,1,0,0,0,0,0,0,0,1,Gujarat,Vadodara,West,10,49,0
190,72717,105467,71.02,162,Salaried,1,1,0,0,0,0,728,0,0,0,Maharashtra,Pune,West,8,34,12
191,65882,94000,71.28,2,Self employed,1,1,0,0,0,0,825,0,0,1,Punjab,Ludhiana,North,10,56,13
192,44349,78811,58.37,11,Self employed,1,1,0,0,0,0,0,0,0,0,Odisha,Bhubaneshwar,East,10,25,0
193,46949,64624,74.28,18,Self employed,1,1,0,0,0,0,627,0,0,1,Karnataka,Bangalore,South,10,44,25
194,57213,71957,83.38,64,Salaried,1,1,0,0,0,0,0,0,0,1,Andhra Pradesh,Nellore,South,8,29,0
195,58013,69510,86.32,250,Salaried,1,1,0,0,0,0,0,0,0,0,Bihar,Patna,East,10,42,0
196,57713,67026,88.03,70,Self employed,1,1,0,0,0,0,300,0,0,1,Uttarakhand,Dehradun,North,10,40,32
197,43894,77771,57.86,20,Salaried,1,1,0,0,0,0,678,0,0,0,Maharashtra,Mumbai,West,9,57,19
198,75751,102895,74.83,69,Self employed,1,1,0,0,0,0,710,0,1,0,Karnataka,Mangalore,South,10,27,18
199,56414,72509,84.27,74,Self employed,1,1,0,0,0,0,0,0,0,0,Kerala,Thrissur,South,10,44,0
200,70017,96000,75.0,147,Salaried,1,1,0,0,0,0,0,0,0,1,Karnataka,Mysore,South,9,45,0
201,68882,83069,84.27,10,Self employed,1,0,0,1,0,0,0,0,0,0,Andhra Pradesh,Nellore,South,10,31,0
202,46499,63860,78.3,101,Self employed,1,1,0,0,0,0,825,0,0,0,Jharkhand,Jamshedpur,East,8,37,6
203,53590,71490,76.65,8,Salaried,1,0,0,1,0,0,651,1,0,0,Rajasthan,Jaipur,North,9,32,42
204,45349,72380,64.94,19,Salaried,1,1,0,0,0,0,738,0,1,1,Punjab,Ludhiana,North,8,40,4
205,57013,67129,86.4,136,Self employed,1,1,0,0,0,0,738,0,2,1,Tamil Nadu,Vellore,South,10,47,25
206,75079,146862,51.75,9,Self employed,1,1,0,0,0,0,0,0,0,0,Tamil Nadu,Coimbatore,South,10,45,0
207,43394,66781,65.89,48,Self employed,1,1,0,0,0,0,0,0,0,0,Maharashtra,Pune,West,9,29,0
208,48600,59327,84.28,79,Self employed,1,1,0,0,0,0,0,0,1,0,Gujarat,Surat,West,8,29,0
209,51653,81185,67.75,104,Salaried,1,1,0,0,0,0,825,0,0,0,Uttarakhand,Dehradun,North,10,51,6
210,57059,67404,86.05,72,Salaried,1,1,0,0,0,0,774,0,0,0,Jharkhand,Jamshedpur,East,9,28,25
211,60213,78092,79.39,9,Self employed,1,1,0,0,0,0,749,0,0,0,Kerala,Kochi,South,10,34,25
212,66091,101209,66.9,254,Self employed,1,0,0,1,0,0,0,0,0,1,Bihar,Patna,East,10,35,0
213,66182,94782,74.91,3,Self employed,1,1,0,0,0,0,0,0,0,0,Jharkhand,Jamshedpur,East,9,48,0
214,52303,70120,77.01,68,Self employed,1,1,0,0,0,0,706,1,1,0,Gujarat,Vadodara,West,9,37,66
215,46849,67286,74.31,74,Salaried,1,1,0,0,0,0,650,0,0,0,Tamil Nadu,Chennai,South,10,35,56
216,49349,66118,75.62,3,Self employed,1,1,1,0,0,0,714,0,0,0,Andhra Pradesh,Nellore,South,10,42,30
217,41894,60614,70.94,14,Self employed,1,1,0,0,0,0,0,0,0,1,Gujarat,Surat,West,8,27,0
218,45814,67310,69.83,18,Salaried,1,1,0,0,0,0,0,0,0,1,Rajasthan,Jaipur,North,9,26,0
219,45349,64735,72.6,79,Salaried,1,1,0,0,0,0,0,0,0,0,Karnataka,Mysore,South,10,29,0
220,51303,59265,89.43,3,Self employed,1,1,0,0,0,0,0,0,0,1,Karnataka,Bangalore,South,8,37,0
221,27129,64484,43.42,18,Self employed,1,1,0,0,0,0,0,0,0,0,Maharashtra,Mumbai,West,8,49,0
222,71417,85513,84.9,82,Salaried,1,1,0,0,0,0,300,1,0,1,Kerala,Thrissur,South,10,51,44
223,48849,63514,78.72,67,Salaried,1,1,0,0,0,0,680,0,0,0,Andhra Pradesh,Nellore,South,9,30,12
224,43094,64544,67.71,34,Self employed,1,1,0,0,0,0,729,0,0,1,Karnataka,Mysore,South,10,48,75
225,52203,66739,82.41,5,Salaried,1,0,0,0,1,0,0,0,0,0,Gujarat,Ahmedabad,West,8,57,0
226,48500,64089,78.02,18,Salaried,1,1,0,0,0,0,16,0,0,0,Bihar,Patna,East,9,46,27
227,39894,68286,60.77,74,Salaried,1,1,0,0,0,0,576,1,0,0,Tamil Nadu,Vellore,South,9,40,6
228,56259,72273,81.63,138,Self employed,1,1,1,0,0,0,0,0,0,0,Jharkhand,Ranchi,East,10,31,0
